internal_id,song_id,age_at_event_orig,age_at_event_cover,association_orig,association_cover,control_orig,control_cover,memory_orig,memory_cover,description_orig,description_cover,emot_content_orig,emot_content_cover,emot_intensity_orig,emot_intensity_cover,energetic_orig,energetic_cover,experience_orig,experience_cover,familiarity_orig,familiarity_cover,important_orig,important_cover,preference_orig,preference_cover,social_orig,social_cover,unique_orig,unique_cover,vivid_orig,vivid_cover
4,2013_2,15,18,2013,19,completely spontaneous,completely spontaneous,TRUE,TRUE,I HATE THIS SONG ITS SO ANNOYING IT USED TO PLAY WITH HAPPY AL THE TIME,miley on stage,very negative,very positive,extremely,extremely,not at all,extremely,MILEY CYRUS TWERK,miley sang w him,extremely,extremely,not at all,extremely,not at all,a little,not at all,extremely,not at all,extremely,extremely,extremely
4,2013_3,17,20,2015,20-24,completely spontaneous,completely deliberate,TRUE,TRUE,played this during laurel and oliver sex scene in arrow HATE,played this w my least fav couple on arrow,very positive,very negative,extremely,extremely,not at all,a little,too many times ive heard it,they played it during oliver and laurel during arrow icky,extremely,extremely,not at all,a little,not at all,not at all,a little,a little,not at all,somewhat,extremely,extremely
4,2013_5,19,18,2014,2014,completely deliberate,neither,TRUE,TRUE,PLAYED IT ON THE RADIO,this singer just turned my memory into a negative one,very positive,very negative,extremely,not at all,extremely,not at all,PLAYED IT ON THE RADIO,macklemore i think. its annoying and played on the radio all the time,extremely,extremely,extremely,not at all,somewhat,not at all,somewhat,not at all,extremely,a little,extremely,not at all
4,2013_6,17,22,2013,2013,somewhat deliberate,completely spontaneous,TRUE,TRUE,i was singing this in my friends car,WHITNEY USED TO PLAY IT IN HER CAR,somewhat positive,very positive,very,extremely,a little,somewhat,my friend whitney loves jt,HEARD IT ON THE RADIO ALL THE TIME,extremely,extremely,very,somewhat,somewhat,a lot,a little,a little,a little,a little,very,extremely
4,2014_2,19,19,2014,2013,neither,completely deliberate,TRUE,FALSE,PRIVATE,dark horse again,neutral,very positive,not at all,extremely,somewhat,extremely,MY EX PLAYED IT ALL THE TIME,saw katy sing,extremely,extremely,somewhat,extremely,somewhat,love it!,somewhat,extremely,a little,very,somewhat,extremely
4,2014_4,23,19,2018,2014,completely spontaneous,neither,TRUE,TRUE,SAW HER SING IT LIVE,before the one direction concert,very positive,very positive,extremely,extremely,extremely,extremely,SAW HER SING IT LIVE,it was on the radio allllll the time,extremely,extremely,extremely,extremely,a lot,somewhat,extremely,extremely,extremely,extremely,extremely,somewhat
4,2014_5,20,17,na,2014,completely spontaneous,completely spontaneous,TRUE,TRUE,private,PRIVATE,neutral,very negative,extremely,not at all,not at all,not at all,na,HEARD IT ON THE RADIO ALL THE TIME,extremely,extremely,not at all,not at all,not at all,somewhat,not at all,not at all,extremely,not at all,not at all,not at all
4,2015_1,18,20,18,2013,completely spontaneous,somewhat spontaneous,TRUE,TRUE,SAW HIM SING IT LIVE,seen him perform this,very positive,neutral,extremely,somewhat,extremely,extremely,SAW HIM PLAY IT LIVE,most sexual and weird concert ive ever been to,extremely,extremely,a little,not at all,love it!,a little,extremely,extremely,extremely,extremely,extremely,a little
4,2015_2,22,20,all the times,2017,completely deliberate,completely spontaneous,TRUE,TRUE,seen ed sing it like 8 times live,SAW HIM SING IT LIVE,very positive,very positive,extremely,extremely,extremely,extremely,ill see him perform it so many times and will again in may and june lol,SAW HIM SING IT LIVE,extremely,extremely,extremely,extremely,love it!,love it!,extremely,extremely,very,extremely,extremely,extremely
4,2015_3,23,18,2018?,2016,completely deliberate,completely spontaneous,TRUE,TRUE,when mac miller died,MADE ME SAD,very positive,very negative,extremely,extremely,a little,a little,when mac died,WAS WITH NATALIE IN NYC,extremely,extremely,a little,not at all,somewhat,love it!,very,a little,extremely,a little,extremely,extremely
4,2015_5,19,18,2012,2014,completely spontaneous,completely deliberate,TRUE,FALSE,played ALL the time when i worked at jcp,sugar,neutral,very positive,somewhat,extremely,not at all,not at all,i know all of the words and it was on the radio al lthe time,maroon 5,extremely,extremely,not at all,not at all,not at all,a lot,not at all,not at all,not at all,not at all,somewhat,extremely
4,2016_2,20,22,20,2016,completely spontaneous,completely spontaneous,TRUE,TRUE,SAW JUSTIN SING IT,seen jb many many times,very positive,very positive,extremely,extremely,extremely,extremely,SAW JB SING IT LIVE IN LOUISVILLE WITH JESSICA,seen jb in concert sing this like 3 times,extremely,extremely,extremely,extremely,love it!,a lot,extremely,extremely,extremely,somewhat,extremely,extremely
4,2016_4,17,20,2013,2014,completely spontaneous,completely spontaneous,TRUE,FALSE,SAW THEM SING IT LIVE,work work work work work,somewhat negative,somewhat positive,somewhat,somewhat,extremely,not at all,SAW THEM SING IT LIVE,i was a radio dj,extremely,extremely,extremely,not at all,love it!,a little,extremely,not at all,extremely,a little,somewhat,somewhat
4,2016_5,22,21,2016,2017,completely deliberate,completely deliberate,TRUE,FALSE,met them,this was the single worst version of the song ive ever heard,neutral,very positive,somewhat,extremely,extremely,extremely,i met them when i was in radio,i met top,extremely,extremely,somewhat,extremely,a little,a little,extremely,extremely,extremely,extremely,extremely,extremely
4,2017_2,22,20,2015,2018,somewhat spontaneous,completely spontaneous,TRUE,TRUE,saw in concert,seen him sing it live,neutral,very positive,a little,extremely,extremely,extremely,saw in concert,SAW JB SING IT LIVE,extremely,extremely,somewhat,extremely,love it!,love it!,extremely,extremely,extremely,extremely,somewhat,extremely
4,2017_3,21,21,2017,2016,completely spontaneous,completely spontaneous,TRUE,TRUE,my old friend brianna and i used to bop to it,SAW HIM SING IT LIVE,very positive,very positive,extremely,extremely,somewhat,extremely,olicity song for sure. bruno.,SAW HIM SING IT LIVE,extremely,extremely,very,a little,a lot,somewhat,somewhat,extremely,very,extremely,extremely,extremely
4,2017_4,19,22,2018,2016,completely spontaneous,neither,TRUE,TRUE,PLAYED IT ON THE RADIO ALL THE TIME,was sitting in the car and i heard it for the first time,very positive,very negative,extremely,not at all,somewhat,not at all,THE SONG WAS ALWAYS ON,ive heard it all the time,extremely,very,somewhat,not at all,a lot,somewhat,somewhat,a little,a little,a little,somewhat,not at all
4,2017_5,25,14,i know all the words,2014,somewhat spontaneous,completely spontaneous,TRUE,TRUE,it was played whenever biden won,PRIVATE,somewhat positive,somewhat negative,very,a little,very,not at all,"i know all the words, its annoying but i know them",MY EX LOVED IT,very,extremely,very,not at all,somewhat,a little,somewhat,not at all,extremely,not at all,very,not at all
4,2018_2,23,23,all time tbh,2017,completely spontaneous,completely spontaneous,TRUE,TRUE,saw ed sing it so many times,SAW ED SING IT LIVE,very positive,very positive,extremely,extremely,extremely,extremely,will see him sing it for like the 8th time in may and june,SAW ED SING IT LIVE,extremely,extremely,extremely,extremely,love it!,love it!,extremely,extremely,very,extremely,extremely,extremely
4,2018_4,16,23,private,2018,completely deliberate,completely spontaneous,TRUE,TRUE,i remember my aunt barbara singing this,saw it in concert,very positive,somewhat negative,extremely,a little,extremely,extremely,its too annoying for me,saw it at tswift concert <3,extremely,somewhat,extremely,somewhat,love it!,somewhat,extremely,extremely,extremely,extremely,extremely,a little
4,2019_1,22,25,2017?,2020?,completely spontaneous,neither,TRUE,TRUE,its on the radio all the time,i used to listen in the gym all the time,very positive,somewhat positive,extremely,very,very,somewhat,listen to it at the gym,listened all the time at the gym,extremely,extremely,very,a little,love it!,love it!,somewhat,a little,not at all,not at all,extremely,somewhat
